,Entity_SubjectType_ClassificationCode,NameAlias_WholeName,Address_City,Address_CountryDescription
11934,person,Neil Tsang,,
11935,person,YUNG YUAN TSANG,,
11936,person,,,
11937,person,,,
11938,enterprise,CHANG AN SHIPPING AND TECHNOLOGY,Chai Wan,
11939,enterprise,CHANG AN SHIPPING & TECHNOLOGY,Chai Wan,
11940,enterprise,,Chai Wan,
11941,enterprise,CHON MYONG SHIPPING COMPANY LIMITED,Pyongchon,
11942,enterprise,CHONMYONG SHIPPING CO,Pyongchon,
11943,enterprise,,Pyongchon,
11944,enterprise,,Pyongchon,
11945,enterprise,FIRST OIL JV CO LTD,Rakrang,
11946,enterprise,,Rakrang,
11947,enterprise,HAPJANGGANG SHIPPING CORP,Mangyongdae,
11948,enterprise,,Mangyongdae,
11949,enterprise,KINGLY WON INTERNATIONAL CO.,Ajeltake Island,
11950,enterprise,,Ajeltake Island,
11951,enterprise,KOREA ACHIM SHIPPING CO,Chung,
11952,enterprise,,Chung,
11953,enterprise,KOREA ANSAN SHPG COMPANY,Pyongchon,
11954,enterprise,KOREA ANSAN SHIPPING COMPANY,Pyongchon,
11955,enterprise,,Pyongchon,
11956,enterprise,KOREA MYONGDOK SHIPPING CO,Mangyongdae,
11957,enterprise,,Mangyongdae,
11958,enterprise,KOREA SAMJONG SHIPPING,Chung,
11959,enterprise,,Chung,
11960,enterprise,KOREA SAMMA SHIPPING CO.,Rakrang,
11961,enterprise,,Rakrang,
11962,enterprise,KOREA YUJONG SHIPPING CO LTD,Pyongchon,
11963,enterprise,,Pyongchon,
11964,enterprise,,Pyongchon,
11965,enterprise,KOTI CORP,Panama City,
11966,enterprise,,Panama City,
11967,enterprise,MYOHYANG SHIPPING CO,Mangyongdae,
11968,enterprise,,Mangyongdae,
11969,enterprise,Care of First Oil JV Co Ltd,Rakrang,
11970,enterprise,PAEKMA SHIPPING CO,Rakrang,
11971,enterprise,,Rakrang,
11972,enterprise,PHYONGCHON SHIPPING & MARINE,Chung,
11973,enterprise,PHYONGCHON SHIPPING AND MARINE,Chung,
11974,enterprise,,Chung,
11975,enterprise,PRO-GAIN GROUP CORPORATION,,
11976,enterprise,SHANGHAI DONGFENG SHIPPING CO LTD,Hongkou Qu,
11977,enterprise,,Hongkou Qu,
11978,enterprise,SHEN ZHONG INTERNATIONAL SHIPPING,Tsim Sha Tsui,
11979,enterprise,,Tsim Sha Tsui,
11980,enterprise,WEIHAI WORLD-SHIPPING FREIGHT,Huancui Qu,
11981,enterprise,,Huancui Qu,
11982,enterprise,YUK TUNG ENERGY PTE LTD,Singapore,
11983,enterprise,,Singapore,
11984,person,KIM Yong-Gon,,
11985,person,KIM Young-Nam,,
11986,person,KIM Yong-Nam,,
11987,person,KIM Yong Nam,,
11988,person,김영남,,
11989,person,,,
11990,person,DJANG Tcheul Hy,,
11991,person,KIM Tcheul-hy,,
11992,person,DJANG Tchoul-hy,,
11993,person,DJANG Chol-hy,,
11994,person,DJANG Cheul-hy,,
11995,person,JANG Chol-hy,,
11996,person,JANG Cheul-hy,,
11997,person,JANG Tcheul-hy,,
11998,person,장철희,,
11999,person,,,
12000,person,KIM Soukwang,,
12001,person,KIM Su-Kwang,,
12002,person,KIM Son-Kwang,,
12003,person,KIM Sou-Gwang,,
12004,person,KIM Sou-Kwang,,
12005,person,KIM Su Gwang,,
12006,person,KIM Son-gwang,,
12007,person,KIM Su-gwang,,
12008,person,김수광,,
12009,person,,,
12010,person,KIM Kyong Hui,,
12011,person,김경희,,
12012,person,,,
12013,enterprise,HUAXIN SHIPPING HONGKONG LTD,Chai Wan,
12014,enterprise,,Chai Wan,
12015,person,Inna Nikolayevna GUZEYEVA,,
12016,person,Инна Николаевна ГУЗЕЕВА,,
12017,person,Інна Миколаївна ГУЗЄЄВА,,
12018,person,Inna Mykolayivna HUZIEIEVA,,
12019,person,Инна Николаевна ГУЗЕЕВА,,
12020,person,Inna Nikolayevna GUZEEVA,,
12021,person,Inna Mykolajivna HUZIEJEVA,,
12022,person,Inna Nikolajevna GUZEJEVA,,
12023,person,,,
12024,person,Natalya Ivanovna BEZRUCHENKO,,
12025,person,Наталія Іванівна БЕЗРУЧЕНКО,,
12026,person,Nataliya Ivanivna BEZRUCHENKO,,
12027,person,Наталья Ивановна БЕЗРУЧЕНКО,,
12028,person,Natalia Ivanovna BEZRUCHENKO,,
12029,person,Natalija Ivanivna BEZRUTJENKO,,
12030,person,Natalja Ivanovna BEZRUTJENKO,,
12031,person,,,
12032,person,Александр Юрьевич ПЕТУХОВ,,
12033,person,Aleksandr Yurievich PETUKHOV,,
12034,person,Aleksandr Yurevich PETUKHOV,,
12035,person,Олександр Юрійович ПЄТУХОВ,,
12036,person,Oleksandr Yuriyovych PIETUKHOV,,
12037,person,Aleksandr Jurjevitj PETUCHOV,,
12038,person,Alexandr Jurewitsch PETUCHOW,,
12039,person,Oleksandr Jurijovytj PJETUCHOV,,
12040,person,,,
12041,person,Мирослав Олександрович ПОГОРЄЛОВ,,
12042,person,Myroslav Oleksandrovych POHORIELOV,,
12043,person,Мирослав Александрович ПОГОРЕЛОВ,,
12044,person,Miroslav Aleksandrovich POGORELOV,,
12045,person,,,
12046,person,Анастасія Миколаївна КАПРАНОВА,,
12047,person,Anastasiya Mykolayivna KAPRANOVA,,
12048,person,Анастасия Николаевна КАПРАНОВА,,
12049,person,Anastasiya Nikolayevna KAPRANOVA,,
12050,person,,,
12051,person,ERMIAS ALEM,Tripoli,
12052,person,Ermies Ghermay,Tripoli,
12053,person,Ermias Ghirmay,Tripoli,
12054,person,Ermias Ghermay,Tripoli,
12055,person,,Tripoli,
12056,person,,Tripoli,
12057,person,,Tripoli,
12058,person,Abdurezak,,
12059,person,Fitiwi Abdelrazak,,
12060,person,Abdrazzak,,
12061,person,Abdulrazak,,
12062,person,Abdelrazaq,,
12063,person,Fitwi Esmail Abdelrazak,,
12064,person,,,
12065,person,,,
12066,,,,
12067,,,,
12068,,,,
12069,,,,
12070,,,,
12071,,,,
12072,,,,
12073,,,,
12074,,,,
12075,person,al-Bija,Zawiya,Libya
12076,person,Rahman Salim Milad,Zawiya,Libya
12077,person,Abd Al-Rahman al-Milad,Zawiya,Libya
12078,person,,Zawiya,Libya
12079,person,,Zawiya,Libya
12080,person,,Zawiya,Libya
12081,,,,
12082,,,,
12083,,,,
12084,,,,
12085,,,,
12086,,,,
12087,,,,
12088,,,,
12089,,,,
12090,,,,
12091,,,,
12092,,,,
12093,,,,
12094,person,Al-Grein,,
12095,person,The Doctor,,
12096,person,ABU-AL QASSIM OMAR Musab Boukrin,,
12097,person,Mus'ab Abu Qarin,,
12098,person,MUS'AB MUSTAFA ABU AL QASSIM OMAR,,
12099,person,,,
12100,person,,,
12101,person,,,
12102,person,,,
12103,person,Myrna Ajilul Mabanza,Daina,
12104,person,Myrna Adijul Mabanza,Daina,
12105,person,MYRNA AJIJUL MABANZA,Daina,
12106,person,,Daina,
12107,person,,Daina,
12108,person,,Daina,
12109,person,,Daina,
12110,person,,Daina,
12111,person,,Daina,
12112,person,,Daina,
12113,person,,Daina,
12114,person,,Daina,
12115,person,Abdul Patta Abu Bakar,Daina,Philippines
12116,person,Abdul Patta Escalon Abubakar,Daina,Philippines
12117,person,Abdulpatta Abubakar Escalon,Daina,Philippines
12118,person,ABDULPATTA ESCALON ABUBAKAR,Daina,Philippines
12119,person,,Daina,Philippines
12120,person,,Daina,Philippines
12121,person,,Daina,Philippines
12122,person,,Daina,Philippines
12123,person,,Daina,Philippines
12124,person,,Daina,Philippines
12125,person,,Daina,Philippines
12126,person,,Daina,Philippines
12127,person,,Daina,Philippines
12128,person,,Daina,Philippines
12129,person,,Daina,Philippines
12130,person,Aung Kyaw Zaw,,
12131,person,,,
12132,person,,,
12133,person,,,
12134,person,Maung Maung Soe,,
12135,person,,,
12136,person,,,
12137,person,Than Oo,,
12138,person,,,
12139,person,,,
12140,person,Aung Aung,,
12141,person,,,
12142,person,Khin Maung Soe,,
12143,person,,,
12144,person,Thura San Lwin,,
12145,person,,,
12146,person,Thant Zin Oo,,
12147,person,Tareck Zaidan EL-AISSAMI MADDAH,,
12148,person,,,
12149,person,Sergio José RIVERO MARCANO,,
12150,person,,,
12151,person,Jesús Rafael SUÁREZ CHOURIO,,
12152,person,,,
12153,person,Iván HERNÁNDEZ DALA,,
12154,person,,,
12155,person,Delcy Eloina RODRÍGUEZ GÓMEZ,,
12156,person,,,
12157,person,Elías José JAUA MILANO,,
12158,person,,,
12159,person,Sandra  OBLITAS RUZZA,,
12160,person,,,
12161,person,Freddy Alirio BERNAL ROSALES,,
12162,person,,,
12163,person,Katherine Nayarith HARRINGTON PADRÓN,,
12164,person,,,
12165,person,Socorro Elizabeth HERNÁNDEZ,,
12166,person,,,
12167,person,Xavier Antonio MORENO REYES,,
12168,person,Abu Musab,,
12169,person,Rabah TAHARI,,
12170,person,,,
12171,person,,,
12172,enterprise,АО Институт Гипростроймост – Санкт-Петербург,St,Russian Federation
12173,enterprise,AO “Institute Giprostroymost — Saint-Petersburg”,St,Russian Federation
12174,enterprise,AO ‚Institut Giprostroymost — Sankt Petersburg‘,St,Russian Federation
12175,enterprise,AO ”Giprostrojmostinstitutet – Sankt Petersburg”,St,Russian Federation
12176,enterprise,АД „Институт Гипростроймост – Санкт-Петербург“,St,Russian Federation
12177,enterprise,AO “Institute Giprostroymost — São Petersburgo”,St,Russian Federation
12178,enterprise,AO Institute Giprostroymost - Sankt Petersburg (AO Instytut Giprostrojmost),St,Russian Federation
12179,enterprise,AO “Institute Giprostroymost — St. Petersburg”,St,Russian Federation
12180,enterprise,AO «Institute Giprostroymost – Sankt-Petersburg»,St,Russian Federation
12181,enterprise,Delniška družba „Institute Giprostroymost — Saint-Petersburg“,St,Russian Federation
12182,enterprise,,St,Russian Federation
12183,enterprise,,St,Russian Federation
12184,enterprise,,St,Russian Federation
12185,enterprise,ПАО Мостотрест,Moscow,
12186,enterprise,PJSC Mostotrest,Moscow,
12187,enterprise,Viešoji akcinė bendrovė „Mostotrest“,Moscow,
12188,enterprise,ПАО „Мостотрест“,Moscow,
12189,enterprise,Javna delniška družba Mostotrest,Moscow,
12190,enterprise,,Moscow,
12191,enterprise,,Moscow,
12192,enterprise,,Moscow,
12193,enterprise,Судостроительный завод 'Залив',Kerch,Unknown
12194,enterprise,JSC Zaliv Shipyard,Kerch,Unknown
12195,enterprise,Ναυπηγείο JSC Zaliv,Kerch,Unknown
12196,enterprise,Корабостроителен завод „Залив“,Kerch,Unknown
12197,enterprise,stocznia JSC Zaliv,Kerch,Unknown
12198,enterprise,Scheepswerf JSC Zaliv,Kerch,Unknown
12199,enterprise,Akcinė bendrovė „Zaliv Shipyard“,Kerch,Unknown
12200,enterprise,Delniška družba Ladjedelnica Zaliv,Kerch,Unknown
12201,enterprise,,Kerch,Unknown
12202,enterprise,,Kerch,Unknown
12203,enterprise,,Kerch,Unknown
12204,enterprise,ООО Стройгазмонтаж (груп СГМ),Moscow,Russian Federation
12205,enterprise,STROYGAZMONTAZH Corporation (SGM Group),Moscow,Russian Federation
12206,enterprise,STROYGAZMONTAZH Joint Stock Company,Moscow,Russian Federation
12207,enterprise,Družba STROYGAZMONTAZH (SGM Group),Moscow,Russian Federation
12208,enterprise,Delniška družba STROYGAZMONTAZH,Moscow,Russian Federation
12209,enterprise,Osakeyhtiö STROYGAZMONTAZH,Moscow,Russian Federation
12210,enterprise,Sociedade por ações STROYGAZMONTAZH,Moscow,Russian Federation
12211,enterprise,korporacja STROYGAZMONTAZH,Moscow,Russian Federation
12212,enterprise,spółka akcyjna STROYGAZMONTAZH,Moscow,Russian Federation
12213,enterprise,STROYGAZMONTAZH Corporation (Grupul SGM),Moscow,Russian Federation
12214,enterprise,Societatea pe acțiuni STROYGAZMONTAZH,Moscow,Russian Federation
12215,enterprise,Akcinė bendrovė STROYGAZMONTAZH,Moscow,Russian Federation
12216,enterprise,Akciju sabiedrība “STROYGAZMONTAZH”,Moscow,Russian Federation
12217,enterprise,STROYGAZMONTAZH vállalat [SGM csoport],Moscow,Russian Federation
12218,enterprise,STROYGAZMONTAZH részvénytársaság,Moscow,Russian Federation
12219,enterprise,société anonyme STROYGAZMONTAZH,Moscow,Russian Federation
12220,enterprise,STROYGAZMONTAZH Corporation (Όμιλος SGM),Moscow,Russian Federation
12221,enterprise,Ανώνυμη εταιρεία STROYGAZMONTAZH,Moscow,Russian Federation
12222,enterprise,„Стройгазмонтаж“ ООД,Moscow,Russian Federation
12223,enterprise,Aktieselskabet STROYGAZMONTAZH,Moscow,Russian Federation
12224,enterprise,Stroygazmontazh Corporation (skupina SGM),Moscow,Russian Federation
12225,enterprise,,Moscow,Russian Federation
12226,enterprise,,Moscow,Russian Federation
12227,enterprise,,Moscow,Russian Federation
12228,enterprise,,Moscow,Russian Federation
12229,enterprise,,Moscow,Russian Federation
12230,enterprise,,Moscow,Russian Federation
12231,enterprise,ООО  Стройгазмонтаж-Мост,Moscow,
12232,enterprise,Stroygazmontazh Most OOO,Moscow,
12233,enterprise,ООО СГМ-Мост,Moscow,
12234,enterprise,SGM-Most OOO,Moscow,
12235,enterprise,,Moscow,
12236,enterprise,,Moscow,
12237,enterprise,,Moscow,
12238,enterprise,АО «ВАД»,St,Russian Federation
12239,enterprise,AKTSIONERNOE OBSHCHESTVO VAD,St,Russian Federation
12240,enterprise,CJSC VAD,St,Russian Federation
12241,enterprise,,St,Russian Federation
12242,enterprise,,St,Russian Federation
12243,enterprise,,St,Russian Federation
12244,enterprise,,St,Russian Federation
12245,person,Malek Ruben,Https,
12246,person,Malek REUBEN RIAK RENGU,Https,
12247,person,,Https,
12248,person,,Https,
12249,person,Bol Malong,,
12250,person,Paul Malong,,
12251,person,Paul Malong Awan Anei,,
12252,person,Paul MALONG AWAN ANEI,,
12253,person,,,
12254,person,,,
12255,person,,,
12256,person,,,
12257,person,,,
12258,person,,,
12259,person,,,
12260,person,,,
12261,person,,,
12262,person,,,
12263,person,,,
12264,person,,,
12265,person,Lehbib Ould Ali Ould Said Ould Joumani,,Mali
12266,person,Adnan Abu Waleed al-Sahrawi,,Mali
12267,person,Adnan Abu Walid al-Sahraoui,,Mali
12268,person,Abu Walid al Sahrawi,,Mali
12269,person,Adnan Abu Walid al-Sahrawi,,Mali
12270,person,Lahbib Idrissi ould Sidi Abdi ould Said ould El Bachir,,Mali
12271,person,ADNAN ABOU WALID AL-SAHRAOUI,,Mali
12272,person,,,Mali
12273,person,,,Mali
12274,person,Fauz Faturohman,,Syrian Arab Republic
12275,person,Abdullah Faiz,,Syrian Arab Republic
12276,person,Kholid Faiz,,Syrian Arab Republic
12277,person,Saifudin Faiz,,Syrian Arab Republic
12278,person,Ustadz Faiz,,Syrian Arab Republic
12279,person,Mohammad Saifuddin Mohammad Yusuf Faiz,,Syrian Arab Republic
12280,person,Mohamad Yusuf Karim Saifullah Faiz,,Syrian Arab Republic
12281,person,Kembar Khalid,,Syrian Arab Republic
12282,person,Muh Saifudin,,Syrian Arab Republic
12283,person,Mohammad Yusef Karim Faiz,,Syrian Arab Republic
12284,person,Udtadz Syaifudin,,Syrian Arab Republic
12285,person,Zidni Elma,,Syrian Arab Republic
12286,person,Abu Walid al Indunisi,,Syrian Arab Republic
12287,person,Mohammed Yusip Karim,,Syrian Arab Republic
12288,person,,,Syrian Arab Republic
12289,person,,,Syrian Arab Republic
12290,person,,,Syrian Arab Republic
12291,person,Muhammad Ratin Bin Nurdin,Kuala Lumpur,Syrian Arab Republic
12292,person,Abu Ayn Tok Cit,Kuala Lumpur,Syrian Arab Republic
12293,person,Mhammad Rahim Bin Udin,Kuala Lumpur,Syrian Arab Republic
12294,person,Abu Una al Malayzie,Kuala Lumpur,Syrian Arab Republic
12295,person,Muhammad Rafiuddin,Kuala Lumpur,Syrian Arab Republic
12296,person,Muhammad Ratin,Kuala Lumpur,Syrian Arab Republic
12297,person,Abu Awn al Malizi,Kuala Lumpur,Syrian Arab Republic
12298,person,Mohd Radi Bin Udin,Kuala Lumpur,Syrian Arab Republic
12299,person,Mohamad Rafi Bin Udin,Kuala Lumpur,Syrian Arab Republic
12300,person,,Kuala Lumpur,Syrian Arab Republic
12301,person,,Kuala Lumpur,Syrian Arab Republic
12302,person,,Kuala Lumpur,Syrian Arab Republic
12303,person,,Kuala Lumpur,Syrian Arab Republic
12304,person,,Kuala Lumpur,Syrian Arab Republic
12305,person,,Kuala Lumpur,Syrian Arab Republic
12306,person,,Kuala Lumpur,Syrian Arab Republic
12307,person,,Kuala Lumpur,Syrian Arab Republic
12308,person,,Kuala Lumpur,Syrian Arab Republic
12309,person,Abtol Rahman,Zamboanga,Syrian Arab Republic
12310,person,Abu Abdul Rahman al Filipini,Zamboanga,Syrian Arab Republic
12311,person,Abdul Rahman,Zamboanga,Syrian Arab Republic
12312,person,Muhammed Reza Lahaman Kiram,Zamboanga,Syrian Arab Republic
12313,person,,Zamboanga,Syrian Arab Republic
12314,person,,Zamboanga,Syrian Arab Republic
12315,person,,Zamboanga,Syrian Arab Republic
12316,person,,Zamboanga,Syrian Arab Republic
12317,person,,Zamboanga,Syrian Arab Republic
12318,person,,Zamboanga,Syrian Arab Republic
12319,person,,Zamboanga,Syrian Arab Republic
12320,,,,
12321,,,,
12322,,,,
12323,,,,
12324,,,,
12325,,,,
12326,,,,
12327,,,,
12328,,,,
12329,person,ANJEM CHOUDARY,London,United Kingdom
12330,person,Abu Luqman,London,United Kingdom
12331,person,,London,United Kingdom
12332,person,,London,United Kingdom
12333,person,,London,United Kingdom
12334,person,,London,United Kingdom
12335,person,Hocine BOUGUETOF,,
12336,person,,,
12337,person,,,
12338,person,Taha al-Khuwayt,,Iraq
12339,person,Hajji Abd al-Nasr,,Iraq
12340,person,Hajji Abdelnasser,,Iraq
12341,person,Taha Ibrahim Abdallah Bakr Al Khuwayt,,Iraq
12342,person,Mullah Khuwayt,,Iraq
12343,person,Mullah Taha,,Iraq
12344,person,Hajji ‘Abd Al-Nasir,,Iraq
12345,person,طه إبراهيم عبد الله بكر ال خويت,,Iraq
12346,person,,,Iraq
12347,person,,,Iraq
12348,person,,,Iraq
12349,person,Salah Badi,,
12350,person,Ольга Валеріівна ПОЗДНЯКОВА,,
12351,person,Olga Valeriyivna POZDNYAKOVA,,
12352,person,Ольга Валерьевна ПОЗДНЯКОВА,,
12353,person,Olga Valeryevna POZDNYAKOVA,,
12354,person,Olga Valerievna POZDNYAKOVA,,
12355,person,Olga Valerijivna POZDNJAKOVA,,
12356,person,Olga Valerjevna POZDNJAKOVA,,
12357,person,,,
12358,person,Олена Валеріівна КРАВЧЕНКО,,
12359,person,Olena Valeriyivna KRAVCHENKO,,
12360,person,Елена Валериевна КРАВЧЕНКО,,
12361,person,Elena Valeryevna KRAVCHENKO,,
12362,person,Elena Valerievna KRAVCHENKO,,
12363,person,,,
12364,person,Леонід Іванович ПАСІЧНИК,,
12365,person,Leonid Ivanovych PASICHNYK,,
12366,person,Леонид Иванович ПАСЕЧНИК,,
12367,person,Leonid Ivanovich PASECHNIK,,
12368,person,,,
12369,person,Володимир Анатолійович БІДЬОВКА,,
12370,person,Volodymyr Anatoliyovych BIDIOVKA,,
12371,person,Владимир Анатольевич БИДЁВКА,,
12372,person,Vladimir Anatolievich BIDEVKA,,
12373,person,Vladimir Anatolievich BIDYOVKA,,
12374,person,,,
12375,person,Денис Николаевич МИРОШНИЧЕНКО,,
12376,person,Denis Nikolaevich MIROSHNICHENKO,,
12377,person,,,
12378,person,Олексій Олексійович НАЙДЕНКО,,
12379,person,Oleksii Oleksiyovych NAYDENKO,,
12380,person,Алексей Алексеевич НАЙДЕНКО,,
12381,person,Aleksey Alekseevich NAYDENKO,,
12382,person,,,
12383,person,Володимир Юрійович ВИСОЦЬКИЙ,,
12384,person,Volodymyr Yuriyovych VYSOTSKYI,,
12385,person,Владимир Юрьевич ВЫСОЦКИЙ,,
12386,person,Vladimir Yurievich VYSOTSKIY,,
12387,person,,,
12388,person,Максим Олександрович СВІДЧЕНКО,,
12389,person,Maksym Oleksandrovych SVIDCHENKO,,
12390,person,Максим Александрович СВИДЧЕНКО,,
12391,person,Maksim Aleksandrovich SVIDCHENKO,,
12392,person,,,
12393,person,Катерина Василівна ТЕРЕЩЕНКО,,
12394,person,Kateryna Vasylivna TERESHCHENKO,,
12395,person,Екатерина Васильевна ТЕРЕЩЕНКО,,
12396,person,Ekaterina Vasilievna TERESHCHENKO,,
12397,person,Ekaterina Vasilyevna TERESHCHENKO,,
12398,person,,,
12399,person,Ba Kyaw,,
12400,person,Tun Naing,,
12401,person,Khin Hlaing,,
12402,person,,,
12403,person,Aung Myo Thu,,
12404,person,Thant Zaw Win,,
12405,person,Kyaw Chay,,
12406,person,Nyi Nyi Swe,,
12407,person,ASSADI Assadollah,,
12408,person,Assadollah Asadi,,
12409,person,,,
12410,person,,,
12411,person,,,
12412,person,HASHEMI MOGHADAM Saeid,,
12413,person,,,
12414,person,,,
12415,person,,,
12416,enterprise,Directorate for Internal Security of the Iranian Ministry for Intelligence and Security,,
12417,enterprise,Den inre säkerhetstjänsten vid iranska underrättelse- och säkerhetsministeriet,,
12418,enterprise,Iranin tiedustelu- ja turvallisuusministeriön sisäisen turvallisuuden osasto,,
12419,enterprise,Direktorat za notranjo varnost iranskega Ministrstva za obveščevalno dejavnost in varnost,,
12420,enterprise,Riaditeľstvo pre vnútornú bezpečnosť iránskeho ministerstva spravodajstva a bezpečnosti,,
12421,enterprise,Direcția pentru securitate internă a Ministerului iranian pentru Informații și Securitate,,
12422,enterprise,Direção da Segurança Interna do Ministério das Informações e Segurança do Iraque,,
12423,enterprise,Wydział Bezpieczeństwa Wewnętrznego irańskiego Ministerstwa Wywiadu i Bezpieczeństwa,,
12424,enterprise,Directoraat binnenlandse veiligheid van het Iraanse Ministerie voor Inlichtingen en Veiligheid,,
12425,enterprise,Id-Direttorat għas-Sigurtà Interna tal-Ministeru Iranjan għall-Intelliġenza u s-Sigurtà,,
12426,enterprise,Az iráni Hírszerzési és Biztonsági Minisztérium Belső Biztonsági Igazgatósága,,
12427,enterprise,Irano žvalgybos ir saugumo ministerijos Vidaus saugumo direktoratas,,
12428,enterprise,Direzione della sicurezza interna del ministero iraniano dell’intelligence e della sicurezza,,
12429,enterprise,Uprava za unutarnju sigurnost iranskog Ministarstva obavještajne djelatnosti i sigurnosti,,
12430,enterprise,Stiúrthóireacht na Slándála Inmheánaí in Aireacht Faisnéise agus Slándála na hIaráine,,
12431,enterprise,Direction de la sécurité intérieure du ministère iranien du renseignement et de la sécurité,,
12432,enterprise,Διεύθυνση εσωτερικής ασφάλειας του ιρανικού Υπουργείου Πληροφοριών και Ασφάλειας,,
12433,enterprise,Iraani luure- ja julgeolekuministeeriumi sisejulgeoleku direktoraat,,
12434,enterprise,Direktion für innere Sicherheit des iranischen Ministeriums für Nachrichtenwesen und Sicherheit,,
12435,enterprise,Direktoratet for intern sikkerhed under Irans efterretnings- og sikkerhedsministerium,,
12436,enterprise,Ředitelství pro vnitřní bezpečnost íránského Ministerstva pro zpravodajskou činnost a bezpečnost,,
12437,enterprise,Dirección de la Seguridad Interior del Ministerio de Inteligencia y Seguridad iraní,,
12438,enterprise,Дирекция за вътрешна сигурност на Министерството на разузнаването и сигурността на Иран,,
12439,person,Tarq Yasmina,,
12440,person,Tariq YASMINA,,
12441,person,,,
12442,person,Mohammed Khaled Nasri,,
12443,person,Khaled NASRI,,
12444,person,Haled Natsri,,
12445,person,,,
12446,person,Владимир Степанович АЛЕКСЕЕВ,,
12447,person,Vladimir Stepanovich ALEXSEYEV,,
12448,person,Игорь Олегович КОСТЮКОВ,,
12449,person,Igor Olegovich KOSTYUKOV,,
12450,person,Walid ZUGHAIB,,
12451,person,Walid Zughayb,,
12452,person,Walid Zgha'ib,,
12453,person,Walid Zughib,,
12454,person,,,
12455,person,Firas Ahmad,,
12456,person,Firas AHMED,,
12457,person,,,
12458,person,,,
12459,person,Said Sa'id  Sa'id,,
12460,person,Said Saeed,,
12461,person,Said SAID,,
12462,person,سعيد سعيد,,
12463,person,,,
12464,person,Anas Tlass,,
12465,person,Anas Tals,,
12466,person,Anas Tuls,,
12467,person,Anas Talous,,
12468,person,Anas TALAS,,
12469,person,أنس طلس,,
12470,person,,,
12471,person,,,
12472,person,Samer Zuhair Foz,Duba,
12473,person,Samir Fawz,Duba,
12474,person,Samir Foz,Duba,
12475,person,Samer FOZ,Duba,
12476,person,سامر فوز,Duba,
12477,person,Samer Foz bin Zuhair,Duba,
12478,person,,Duba,
12479,person,,Duba,
12480,person,,Duba,
12481,person,,Duba,
12482,person,,Duba,
12483,person,,Duba,
12484,person,Hussam Mohammed al-Katerji,,
12485,person,Hossam Ahmed Muhammad al-Katerji,,
12486,person,Hossam Ahmed Mohammed al-Katerji,,
12487,person,Hussam Muhammad al-Katerji,,
12488,person,Hussam AL-QATARJI,,
12489,person,Mohammed Muhammad al-Katerji,,
12490,person,Mohammed al-Katerji,,
12491,person,Muhammad al-Katerji,,
12492,person,حسام القاطرجي,,
12493,person,Hussam AL QATIRJI,,
12494,person,Hussam AL QATIRJI,,
12495,person,,,
12496,person,,,
12497,person,Ruslan BOSHIROV,,
12498,person,Анатолий  Владимирович  ЧЕПИГА,,
12499,person,Anatoliy Vladimirovich CHEPIGA,,
12500,person,,,
12501,person,,,
12502,person,,,
12503,person,,,
12504,person,Alexander PETROV,,
12505,person,Александр  Евгеньевич  МИШКИН,,
12506,person,Alexander Yevgeniyevich MISHKIN,,
12507,person,,,
12508,person,,,
12509,enterprise,Centre de Recherche de Kaboun,Damascus,Unknown
12510,enterprise,Centre d'Études  et de  Recherches Scientifiques (CERS),Damascus,Unknown
12511,enterprise,Scientific Studies and Research  Centre (SSRC),Damascus,Unknown
12512,enterprise,SSRC,Damascus,Unknown
12513,enterprise,CERS,Damascus,Unknown
12514,enterprise,,Damascus,Unknown
12515,enterprise,Aman Damascus JSC,Damascus,Syrian Arab Republic
12516,enterprise,Aman Damascus Joint Stock Company,Damascus,Syrian Arab Republic
12517,enterprise,,Damascus,Syrian Arab Republic
12518,enterprise,Bunyan Damascus Private JSC,Damascus,Syrian Arab Republic
12519,enterprise,Bunyan Damascus Private Joint Stock Company,Damascus,Syrian Arab Republic
12520,enterprise,,Damascus,Syrian Arab Republic
12521,enterprise,Mirza,Damascus,Syrian Arab Republic
12522,enterprise,,Damascus,Syrian Arab Republic
12523,person,Nazir Ahmad,,
12524,person,Mohammed Jamal Eddine,,
12525,person,Mohammed Nazer JAMAL EDDIN,,
12526,person,محمد ناذر جمال الدين,,
12527,person,Jamal Aldiyn,,
12528,person,,,
12529,person,,,
12530,person,,,
12531,person,,,
12532,person,Mazen al-Tarazi,,
12533,person,Mazin AL-TARAZI,,
12534,person,مازن الترزي,,
12535,person,,,
12536,person,,,
12537,person,Khalid Bassam Zubedi,,
12538,person,Khalid Bassam Zubaidi,,
12539,person,Khalid Bassam al-Zubedi,,
12540,person,Khalid Bassam al-Zubaidi,,
12541,person,Khalid Zubedi,,
12542,person,Khalid Zubaidi,,
12543,person,Khalid al-Zubedi,,
12544,person,Khalid al-Zubaidi,,
12545,person,Mohammed Khaled Zubedi,,
12546,person,Mohammed Khaled Zubaidi,,
12547,person,Mohammed Khaled al-Zubedi,,
12548,person,Mohammed Khaled al-Zubaidi,,
12549,person,Khaled al-Zubedi,,
12550,person,Khaled Zubedi,,
12551,person,Khaled Zubaidi,,
12552,person,Khaled AL-ZUBAIDI,,
12553,person,خالد الزبيدي,,
12554,person,,,
12555,enterprise,Rawafid Damascus Private Joint Stock Company,Damascus,Syrian Arab Republic
12556,enterprise,Rawafid Tributary Damascus Private Joint Stock Company,Damascus,Syrian Arab Republic
