,Entity_EU_ReferenceNumber,Entity_SubjectType_ClassificationCode,NameAlias_WholeName,Address_City,Address_CountryDescription
0,EU.27.28,person,Saddam Hussein Al-Tikriti,,
1,EU.27.28,person,Abu Ali,,
2,EU.27.28,person,Abou Ali,,
3,EU.27.28,person,,,
4,EU.27.28,person,,,
5,EU.39.56,person,Qusay Saddam Hussein Al-Tikriti,,
6,EU.39.56,person,Qoussaï Saddam Hussein Al-Tikriti,,
7,EU.39.56,person,,,
8,EU.39.56,person,,,
9,EU.39.56,person,,,
10,EU.16.62,person,Uday Saddam Hussein Al-Tikriti,,
11,EU.16.62,person,Oudaï Saddam Hussein Al-Tikriti,,
12,EU.16.62,person,,,
13,EU.16.62,person,,,
14,EU.16.62,person,,,
15,EU.11.43,person,Abid Hamid Mahmud Al-Tikriti,,
16,EU.11.43,person,Abid Hamid Bid Hamid Mahmud,,
17,EU.11.43,person,Abdel Hamid Mahmoud,,
18,EU.11.43,person,Abed Mahmoud Hammud,,
19,EU.11.43,person,Abid Hamid Mahmoud Al-Tikriti,,
20,EU.11.43,person,Abid Hamid Bid Hamid Mahmoud,,
21,EU.11.43,person,Abed Mahmoud Hammoud,,
22,EU.11.43,person,,,
23,EU.11.43,person,,,
24,EU.22.9,person,Ali Hassan Al-Majid Al-Tikriti,,
25,EU.22.9,person,Al-Kimawi,,
26,EU.22.9,person,,,
27,EU.22.9,person,,,
28,EU.22.9,person,,,
29,EU.42.11,person,Izzat Ibrahim al-Duri,,
30,EU.42.11,person,Abu Brays,,
31,EU.42.11,person,Abu Ahmad,,
32,EU.42.11,person,Izzat Ibrahim al-Duri,,
33,EU.42.11,person,Izzat Ibrahim al-Duri,,
34,EU.42.11,person,Abu Brays,,
35,EU.42.11,person,Abu Brays,,
36,EU.42.11,person,Abu Ahmad,,
37,EU.42.11,person,Abu Ahmad,,
38,EU.42.11,person,Izzat Ibrahim Al-Duri,,
39,EU.42.11,person,Izzat Ibrahim al-Douri,,
40,EU.42.11,person,,,
41,EU.42.11,person,,,
42,EU.42.11,person,,,
43,EU.35.2,person,Hani Abd-Al-Latif Tilfah Al-Tikriti,,
44,EU.35.2,person,Hani Abdel-Latif Tilfah Al-Tikriti,,
45,EU.35.2,person,,,
46,EU.35.2,person,,,
47,EU.106.12,person,Muhammad Hamza Zubaidi,,
48,EU.106.12,person,Mohammed Hamza Zoubaïdi,,
49,EU.106.12,person,,,
50,EU.106.12,person,,,
51,EU.106.12,person,,,
52,EU.19.54,person,Barzan Abd al-Ghafur Sulaiman Majid Al-Tikriti,,
53,EU.19.54,person,Barzan Razuki Abd al-Ghafur,,
54,EU.19.54,person,Barzan Razuki Abd Al-Ghafur,,
55,EU.19.54,person,Barzan Abdel Ghafour Souleiman Majid Al-Tikriti,,
56,EU.19.54,person,Barzan Razuki Abdel Ghafour,,
57,EU.19.54,person,,,
58,EU.19.54,person,,,
59,EU.19.54,person,,,
60,EU.19.54,person,,,
61,EU.20.79,person,Muzahim Sa'b Hassan Al-Tikriti,,
62,EU.20.79,person,Muzahim Sa'b Hassan Al-Tikriti,,
63,EU.20.79,person,Muzahem Saab Hassan Al-Tikriti,,
64,EU.20.79,person,,,
65,EU.20.79,person,,,
66,EU.20.79,person,,,
67,EU.20.79,person,,,
68,EU.20.79,person,,,
69,EU.20.79,person,,,
70,EU.20.79,person,,,
71,EU.20.79,person,,,
72,EU.165.92,person,Ibrahim Ahmad Abd al-Sattar Muhammed Al-Tikriti,,
73,EU.165.92,person,Ibrahim Ahmed Abdel Sattar Mohammed Al-Tikriti,,
74,EU.165.92,person,,,
75,EU.165.92,person,,,
76,EU.165.92,person,,,
77,EU.45.3,person,Saif-al-Din Fulayyih Hassan Taha Al-Rawi,,
78,EU.45.3,person,Ayad Futayyih Al-Rawi,,
79,EU.45.3,person,Saïf-al-Din Foulaï Hassan Taha Al-Raoui,,
80,EU.45.3,person,Ayad Foutaï Al-Raoui,,
81,EU.45.3,person,,,
82,EU.45.3,person,,,
83,EU.52.12,person,Rafi Abd-al-Latif Tilfah Al-Tikriti,,
84,EU.52.12,person,Rafi Abdel Latif Tilfa Al-Tikriti,,
85,EU.52.12,person,,,
86,EU.52.12,person,,,
87,EU.120.33,person,Tahir Jalil Habbush Al-Tikriti,,
88,EU.120.33,person,Tahir Jalil Habbush Al-Tikriti,,
89,EU.120.33,person,Tahir Jalil Habbouch Al-Tikriti,,
90,EU.120.33,person,,,
91,EU.120.33,person,,,
92,EU.146.66,person,Hamid Raja Shalah Al-Tikriti,,
93,EU.146.66,person,Hassan Al-Tikriti,,
94,EU.146.66,person,Hamid Raja-Shalah Hassum Al-Tikriti,,
95,EU.146.66,person,Hamid Raja Chala Al-Tikriti,,
96,EU.146.66,person,Hamid Raja-Chala Hassoum Al-Tikriti,,
97,EU.146.66,person,,,
98,EU.146.66,person,,,
99,EU.146.66,person,,,
100,EU.146.66,person,,,
101,EU.148.68,person,Abd-al-Tawwab Mullah Huwaysh,,
102,EU.148.68,person,Abd-al-Tawwab Mullah Huwaysh,,
103,EU.148.68,person,Abdel-Taouab Moullah Houwaïch,,
104,EU.148.68,person,,,
105,EU.148.68,person,,,
106,EU.148.68,person,,,
107,EU.148.68,person,,,
108,EU.148.68,person,,,
109,EU.157.32,person,Taha Yassin Ramadan Al-Jizrawi,,
110,EU.157.32,person,Taha Yassine Ramadan Al-Jizraoui,,
111,EU.157.32,person,,,
112,EU.157.32,person,,,
113,EU.133.1,person,Jamal Mustafa Abdallah Sultan Al-Tikriti,,
114,EU.133.1,person,Jamal Mustafa Abdallah Sultan al-Tikriti,,
115,EU.133.1,person,Jamal Moustafa Abdallah Soultan Al-Tikriti,,
116,EU.133.1,person,,,
117,EU.133.1,person,,,
118,EU.69.59,person,Mizban Khadr Hadi,,
119,EU.69.59,person,,,
120,EU.69.59,person,,,
121,EU.69.59,person,,,
122,EU.71.49,person,Taha Muhyi-al-Din Ma'ruf,,
123,EU.71.49,person,Taha Mouhi-al-Din Marouf,,
124,EU.71.49,person,,,
125,EU.71.49,person,,,
126,EU.71.49,person,,,
127,EU.77.33,person,Tariq Aziz,,
128,EU.77.33,person,Tariq Mikhail Aziz,,
129,EU.77.33,person,Tarek Aziz,,
130,EU.77.33,person,Tarek Mikhail Aziz,,
131,EU.77.33,person,,,
132,EU.77.33,person,,,
133,EU.77.33,person,,,
134,EU.77.33,person,,,
135,EU.88.96,person,Walid Hamid Tawfiq Al-Tikriti,,
136,EU.88.96,person,Walid Hamid Tawfiq al-Nasiri,,
137,EU.88.96,person,Walid Hamid Tawfiq Al-Nasiri,,
138,EU.88.96,person,Walid Hamid Tawfik Al-Tikriti,,
139,EU.88.96,person,Walid Hamid Tawfik al-Nasiri,,
140,EU.88.96,person,,,
141,EU.88.96,person,,,
142,EU.89.61,person,Sultan Hashim Ahmad Al-Ta'i,,
143,EU.89.61,person,Soultan Hachim Ahmed Al-Tai,,
144,EU.89.61,person,,,
145,EU.89.61,person,,,
146,EU.89.61,person,,,
147,EU.97.35,person,Hikmat Mizban Ibrahim al-Azzawi,,
148,EU.97.35,person,Hikmat Mizban Ibrahim al-Azzaoui,,
149,EU.97.35,person,,,
150,EU.97.35,person,,,
151,EU.99.62,person,Ayad Futayyih Khalifa Al-Rawi,,
152,EU.99.62,person,Ayad Futayyih Khalifa Al-Rawi,,
153,EU.99.62,person,,,
154,EU.99.62,person,,,
155,EU.101.7,person,Amir Hamudi Hassan Al-Sa'di,,
156,EU.101.7,person,Amir Hamudi Hassan Al-Sa'di,,
157,EU.101.7,person,Amir Hamudi Hassan Al-Sa'di,,
158,EU.101.7,person,Amir Hamoudi Hassan Al-Sadi,,
159,EU.101.7,person,,,
160,EU.101.7,person,,,
161,EU.101.7,person,,,
162,EU.101.7,person,,,
163,EU.101.7,person,,,
164,EU.59.58,person,Sab'awi Ibrahim Hassan Al-Tikriti,,
165,EU.59.58,person,Sab'awi Ibrahim Hassan Al-Tikriti,,
166,EU.59.58,person,Sab'awi Ibrahim Hassan Al-Tikriti,,
167,EU.59.58,person,Sabaoui Ibrahim Hassan Al-Tikriti,,
168,EU.59.58,person,,,
169,EU.59.58,person,,,
170,EU.62.13,person,Watban Ibrahim Hassan Al-Tikriti,,
171,EU.62.13,person,Watban Ibrahim Hassan Al-Tikriti,,
172,EU.62.13,person,Watab Ibrahim al-Hassan,,
173,EU.62.13,person,Watab Ibrahim al-Hassan,,
174,EU.62.13,person,,,
175,EU.62.13,person,,,
176,EU.63.75,person,Barzan Ibrahim Hassan Al-Tikriti,,
177,EU.63.75,person,Barzan Ibrahim Hassan Al-Tikriti,,
178,EU.63.75,person,Barzan Ibrahim Hassan Al-Tikriti,,
179,EU.63.75,person,,,
180,EU.63.75,person,,,
181,EU.65.5,person,Huda Salih Mahdi Ammash,,
182,EU.65.5,person,Huda Salih Mahdi Ammash,,
183,EU.65.5,person,Huda Salih Mahdi Ammash,,
184,EU.65.5,person,Huda Salih Mahdi Ammash,,
185,EU.65.5,person,Houda Sali Mahdi Ammach,,
186,EU.65.5,person,,,
187,EU.65.5,person,,,
188,EU.169.96,person,Humam Abd-al-Khaliq Abd-al-Ghafur,,
189,EU.169.96,person,Humam Abd-al-Khaliq Abd-al-Ghafur,,
190,EU.169.96,person,Humam Abd-al-Khaliq Abd-al-Ghafur,,
191,EU.169.96,person,Humam 'Abd al-Khaliq 'Abd al-Rahman,,
192,EU.169.96,person,Humam 'Abd al-Khaliq 'Abd al-Rahman,,
193,EU.169.96,person,Humam 'Abd al-Khaliq 'Abd al-Rahman,,
194,EU.169.96,person,Humam 'Abd-al-Khaliq Rashid,,
195,EU.169.96,person,Humam 'Abd-al-Khaliq Rashid,,
196,EU.169.96,person,Humam 'Abd-al-Khaliq Rashid,,
197,EU.169.96,person,Houmam Abdel-Khalik Abdel-Ghafour,,
198,EU.169.96,person,Houmam Abdel-Khalik Abdel-Rahman,,
199,EU.169.96,person,Houmam Abdel-Khalil Rachid,,
200,EU.169.96,person,,,
201,EU.169.96,person,,,
202,EU.169.96,person,,,
203,EU.150.25,person,Yahia Abdallah Al-Ubaidi,,
204,EU.150.25,person,Yahia Abdalla Al-Oubaïdi,,
205,EU.150.25,person,,,
206,EU.153.28,,,,
207,EU.153.28,,,,
208,EU.153.28,,,,
209,EU.153.28,,,,
210,EU.134.2,person,Saif-al-Din Al-Mashhadani,,
211,EU.134.2,person,Saif-al-Din Al-Machhadani,,
212,EU.134.2,person,Saif-al-Din Al-Machhadani,,
213,EU.134.2,person,,,
214,EU.134.2,person,,,
215,EU.90.86,person,Fadil Mahmud Gharib,,
216,EU.90.86,person,Fadil Mahmud Gharib,,
217,EU.90.86,person,Gharib Muhammad Fazel al-Mashaikhi,,
218,EU.90.86,person,Gharib Muhammad Fazel al-Mashaikhi,,
219,EU.90.86,person,Fadil Mahmoud Gharib,,
220,EU.90.86,person,Gharib Mohammed Fazel al-Machaikhi,,
221,EU.90.86,person,,,
222,EU.90.86,person,,,
223,EU.103.9,person,Muhsin Khadr Al-Khafaji,,
224,EU.103.9,person,Mouhssin Khadr Al-Khafaji,,
225,EU.103.9,person,,,
226,EU.114.72,person,Rashid Taan Kathim,,
227,EU.114.72,person,Rachid Taan Kazim,,
228,EU.114.72,person,,,
229,EU.115.73,person,Ugla Abid Sakr Al-Zubaisi,,
230,EU.115.73,person,Saqr al-Kabisi Abd Aqala,,
231,EU.115.73,person,Ougla Abid Sakr Al-Koubaïssi,,
232,EU.115.73,person,,,
233,EU.115.73,person,,,
234,EU.124.37,person,Ghazi Hammud Al-Ubaidi,,
235,EU.124.37,person,Ghazi Hammoud Al-Oubaïdi,,
236,EU.124.37,person,,,
237,EU.124.37,person,,,
238,EU.125.38,person,Adil Abdallah Mahdi,,
239,EU.125.38,person,Adil Abdallah Mahdi,,
240,EU.125.38,person,,,
241,EU.125.38,person,,,
242,EU.125.38,person,,,
243,EU.125.38,person,,,
244,EU.127.40,person,Khamis Sirhan Al-Muhammad,,
245,EU.127.40,person,Dr. Fnu Mnu Khamis,,
246,EU.127.40,person,Khamis Sirhan Al-Muhammad,,
247,EU.127.40,person,Khamis Sirhan Al-Muhammad,,
248,EU.127.40,person,,,
249,EU.128.41,person,Sa'd Abd-al-Majid Al-Faisal Al-Tikriti,,
250,EU.128.41,person,Sa'd Abd-al-Majid Al-Faisal Al-Tikriti,,
251,EU.128.41,person,Saad Abdul-Majid Al-Faissal Al-Tikriti,,
252,EU.128.41,person,Sa'd Abd-al-Majid Al-Faisal Al-Tikriti,,
253,EU.128.41,person,,,
254,EU.128.41,person,,,
255,EU.3567.71,person,AL-NASSER Abdelkarim Hussein Mohamed,,
256,EU.3567.71,person,,,
257,EU.3567.71,person,,,
258,EU.3568.36,person,AL-YACOUB Ibrahim Salih Mohammed,,
259,EU.3568.36,person,,,
260,EU.3568.36,person,,,
261,EU.3577.72,person,AL-DIN Izz Hasan,,
262,EU.3577.72,person,Garbaya Ahmed,,
263,EU.3577.72,person,Sa’id,,
264,EU.3577.72,person,Salwwan Samir,,
265,EU.3577.72,person,,,
266,EU.3577.72,person,,,
267,EU.3579.2,person,MOHAMMED Khalid Sheikh,,
268,EU.3579.2,person,Ali Salem,,
269,EU.3579.2,person,Bin Khalid Fahd Bin Abdallah,,
270,EU.3579.2,person,Henin Ashraf Refaat Nabith,,
271,EU.3579.2,person,Wadood Khalid Abdul,,
272,EU.3579.2,person,,,
273,EU.3579.2,person,,,
274,EU.3579.2,person,,,
275,EU.3502.46,enterprise,Abu Nidal Organisation,,
276,EU.3502.46,enterprise,ANO,,
277,EU.3502.46,enterprise,Fatah Revolutionary Council,,
278,EU.3502.46,enterprise,Arab Revolutionary Brigades,,
279,EU.3502.46,enterprise,Black September,,
280,EU.3502.46,enterprise,Revolutionary Organisation of Socialist Muslims,,
281,EU.3502.46,enterprise,Revolutionaire Organisatie van Socialistische Moslims,,
282,EU.3502.46,enterprise,Zwarte September,,
283,EU.3502.46,enterprise,Arabische Revolutionaire Brigades,,
284,EU.3502.46,enterprise,Fatah Revolutionaire Raad,,
285,EU.3502.46,enterprise,l-Organizzazzjoni Rivoluzzjonarja tal-Musulmani Sojalisti,,
286,EU.3502.46,enterprise,s-Settembru l-Iswed,,
287,EU.3502.46,enterprise,l-Brigati Rivoluzzjonarji Garab,,
288,EU.3502.46,enterprise,l-Kunsill Rivoluzzjonarju tal-Fatah,,
289,EU.3502.46,enterprise,L-Organizzazzjoni Abu Nidal,,
290,EU.3502.46,enterprise,Szocialista Muzulmánok Forradalmi Szervezete,,
291,EU.3502.46,enterprise,Fekete Szeptember,,
292,EU.3502.46,enterprise,Arab Forradalmi Brigádok,,
293,EU.3502.46,enterprise,Fatah Forradalmi Tanács,,
294,EU.3502.46,enterprise,Abu Nidal Szervezet,,
295,EU.3502.46,enterprise,Musulmonų socialistų revoliucinė organizacija,,
296,EU.3502.46,enterprise,Juodasis rugsėjis,,
297,EU.3502.46,enterprise,Arabų revoliucinės brigados,,
298,EU.3502.46,enterprise,Fatah revoliucinė taryba,,
299,EU.3502.46,enterprise,Abu Nidal organizacija,,
300,EU.3502.46,enterprise,Organizzazione rivoluzionaria dei musulmani socialisti,,
301,EU.3502.46,enterprise,Settembre nero,,
302,EU.3502.46,enterprise,Brigate rivoluzionarie arabe,,
303,EU.3502.46,enterprise,Consiglio rivoluzionario Fatah,,
304,EU.3502.46,enterprise,Organizzazione Abu Nidal,,
305,EU.3502.46,enterprise,Revolucionarna organizacija socijalističkih muslimana,,
306,EU.3502.46,enterprise,Crni rujan,,
307,EU.3502.46,enterprise,Arapske revolucionarne brigade,,
308,EU.3502.46,enterprise,Revolucionarno vijeće Fataha,,
309,EU.3502.46,enterprise,Organizacija Abu Nidal,,
310,EU.3502.46,enterprise,Eagraíocht Réabhlóide na Moslamach Sóisialach,,
311,EU.3502.46,enterprise,Lucht Mheán Fómhair Dubh,,
312,EU.3502.46,enterprise,na Briogáidí Réabhlóideacha Arabacha,,
313,EU.3502.46,enterprise,Comhairle Réabhlóide Fatah,,
314,EU.3502.46,enterprise,Eagraíocht Abu Nidal,,
315,EU.3502.46,enterprise,Organisation révolutionnaire des musulmans socialistes,,
316,EU.3502.46,enterprise,Septembre noir,,
317,EU.3502.46,enterprise,Brigades révolutionnaires arabes,,
318,EU.3502.46,enterprise,Conseil révolutionnaire du Fatah,,
319,EU.3502.46,enterprise,Organisation Abou Nidal,,
320,EU.3502.46,enterprise,Επαναστατική Οργάνωση Σοσιαλιστών Μουσουλμάνων,,
321,EU.3502.46,enterprise,Μαύρος Σεπτέμβρης,,
322,EU.3502.46,enterprise,Αραβικές Επαναστατικές Ταξιαρχίες,,
323,EU.3502.46,enterprise,Επαναστατικό Συμβούλιο Φατάχ,,
324,EU.3502.46,enterprise,Οργάνωση Abu Nidal,,
325,EU.3502.46,enterprise,Sotsialistlike Moslemite Revolutsiooniline Organisatsioon,,
326,EU.3502.46,enterprise,Must September,,
327,EU.3502.46,enterprise,Araabia Revolutsioonilised Brigaadid,,
328,EU.3502.46,enterprise,Fatah' Revolutsiooniline Nõukogu,,
329,EU.3502.46,enterprise,Abu Nidali Organisatsioon,,
330,EU.3502.46,enterprise,Revolutionäre Organisation der Sozialistischen Moslems,,
331,EU.3502.46,enterprise,Schwarzer September,,
332,EU.3502.46,enterprise,Arabische Revolutionäre Brigaden,,
333,EU.3502.46,enterprise,Fatah-Revolutionsrat,,
334,EU.3502.46,enterprise,Revoluční organizace socialistických muslimů,,
335,EU.3502.46,enterprise,Černé září,,
336,EU.3502.46,enterprise,Arabské revoluční brigády,,
337,EU.3502.46,enterprise,Revoluční rada Fatáhu,,
338,EU.3502.46,enterprise,Organizace Abú Nidal,,
339,EU.3502.46,enterprise,Organización Revolucionaria de los Musulmanes Socialistas,,
340,EU.3502.46,enterprise,Septiembre Negro,,
341,EU.3502.46,enterprise,Brigadas Revolucionarias Árabes,,
342,EU.3502.46,enterprise,Consejo Revolucionario de Al Fatah,,
343,EU.3502.46,enterprise,Organización Abu Nidal,,
344,EU.3502.46,enterprise,Революционна организация на мюсюлманите социалисти,,
345,EU.3502.46,enterprise,Черен септември,,
346,EU.3502.46,enterprise,Арабски революционни бригади,,
347,EU.3502.46,enterprise,Революционен съвет на Фатах,,
348,EU.3502.46,enterprise,Организация „Абу Нидал”,,
349,EU.3502.46,enterprise,Abu Nidals grupp,,
350,EU.3502.46,enterprise,Musta syyskuu,,
351,EU.3502.46,enterprise,Fatahin vallankumousneuvosto,,
352,EU.3502.46,enterprise,Abu Nidal - järjestö,,
353,EU.3502.46,enterprise,Revolucionarna organizacija socialističnih muslimanov,,
354,EU.3502.46,enterprise,Črni September,,
355,EU.3502.46,enterprise,Arabske revolucionarne brigade,,
356,EU.3502.46,enterprise,Revolucionarni svet Fataha,,
357,EU.3502.46,enterprise,Organizacija Abu Nidal,,
358,EU.3502.46,enterprise,Revolučná organizácia moslimských socialistov,,
359,EU.3502.46,enterprise,Čierny september,,
360,EU.3502.46,enterprise,Arabské revolučné brigády,,
361,EU.3502.46,enterprise,Revolučná rada Fatah,,
362,EU.3502.46,enterprise,Organizácia Abú Nidála,,
363,EU.3502.46,enterprise,Organizația Revoluționară a Musulmanilor Socialiști,,
364,EU.3502.46,enterprise,Septembrie Negru,,
365,EU.3502.46,enterprise,Brigăzile Revoluționare Arabe,,
366,EU.3502.46,enterprise,Consiliul Revoluționar Fatah,,
367,EU.3502.46,enterprise,Organizația Abu Nidal,,
368,EU.3502.46,enterprise,Organização Revolucionária dos Muçulmanos Socialistas,,
369,EU.3502.46,enterprise,Setembro Negro,,
370,EU.3502.46,enterprise,Brigadas Revolucionárias Árabes,,
371,EU.3502.46,enterprise,Conselho Revolucionário do Fatah,,
372,EU.3502.46,enterprise,Organização Abu Nidal,,
373,EU.3502.46,enterprise,Rewolucyjna Organizacja Muzułmańskich Socjalistów,,
374,EU.3502.46,enterprise,Czarny Wrzesień,,
375,EU.3502.46,enterprise,Rewolucyjne Brygady Arabskie,,
376,EU.3502.46,enterprise,Rewolucyjna Rada Fatah,,
377,EU.3502.46,enterprise,Organizacja Abu Nidala,,
378,EU.3533.14,enterprise,Al-Aqsa Martyrs' Brigade,,
379,EU.3533.14,enterprise,al-Aqsa-martyrernas brigader,,
380,EU.3533.14,enterprise,Al-Aqsan marttyyrien prikaati,,
381,EU.3533.14,enterprise,Brigada mučenikov Al Akse,,
382,EU.3533.14,enterprise,Brigáda mučeníkov Al-Aksá,,
383,EU.3533.14,enterprise,Brigada Martirilor Al-Aqsa,,
384,EU.3533.14,enterprise,Brigada dos Mártires de Al-Aqsa,,
385,EU.3533.14,enterprise,Brygady Męczenników Al-Aksy,,
386,EU.3533.14,enterprise,Al-Aqsa Martelarenbrigade,,
387,EU.3533.14,enterprise,Il-Brigata tal-Martri ta' Al-Aqsa,,
388,EU.3533.14,enterprise,Al-Aqsa Mártírjainak Brigádja,,
389,EU.3533.14,enterprise,Al-Aqsa kankinių brigade,,
390,EU.3533.14,enterprise,Brigata dei martiri di Al-Aqsa,,
391,EU.3533.14,enterprise,Brigada mučenika Al-Aqse,,
392,EU.3533.14,enterprise,Briogáid Máirtíreach Al-Aqsa,,
393,EU.3533.14,enterprise,Brigade des martyrs d’Al-Aqsa,,
394,EU.3533.14,enterprise,Ταξιαρχία Μαρτύρων του Al-Aqsa,,
395,EU.3533.14,enterprise,Al-Aqsa Märtrite Brigaad,,
396,EU.3533.14,enterprise,Al-Aqsa-Märtyrerbrigade,,
397,EU.3533.14,enterprise,Brigáda mučedníků al-Aksá,,
398,EU.3533.14,enterprise,Brigada de los Mártires de Al‐Aqsa,,
399,EU.3533.14,enterprise,Бригади на мъчениците от Ал-Акса,,
400,EU.3557.70,enterprise,Babbar Khalsa,,
401,EU.3557.70,enterprise,Babbar Chalsa,,
402,EU.3557.70,enterprise,Μπάμπαρ Χαλσά,,
403,EU.3557.70,enterprise,Babbar Jalsa,,
404,EU.3557.70,enterprise,Бабар Калса,,
405,EU.3512.47,enterprise,Gama'a al-Islamiyya,,
406,EU.3512.47,enterprise,Islamic Group - IG,,
407,EU.3512.47,enterprise,Al-Gama'a al-Islamiyya,,
408,EU.3512.47,enterprise,IG,,
409,EU.3512.47,enterprise,Islamiska gruppen,,
410,EU.3512.47,enterprise,Islamistična skupina,,
411,EU.3512.47,enterprise,Islamská skupina,,
412,EU.3512.47,enterprise,Grupul Islamic,,
413,EU.3512.47,enterprise,Grupo Islâmico,,
414,EU.3512.47,enterprise,Grupa Islamska,,
415,EU.3512.47,enterprise,Islamitische Groep,,
416,EU.3512.47,enterprise,il-Grupp Iżlamiku,,
417,EU.3512.47,enterprise,Iszlám Csoport,,
418,EU.3512.47,enterprise,Islamo grupuotė,,
419,EU.3512.47,enterprise,Islamska skupina,,
420,EU.3512.47,enterprise,Grúpa Ioslamach,,
421,EU.3512.47,enterprise,Groupe islamique,,
422,EU.3512.47,enterprise,Ισλαμική Ομάδα,,
423,EU.3512.47,enterprise,Islamirühmitus,,
424,EU.3512.47,enterprise,Islamische Gruppe,,
425,EU.3512.47,enterprise,Islamisk Gruppe,,
426,EU.3512.47,enterprise,Islámská skupina,,
427,EU.3512.47,enterprise,Grupo Islámico,,
428,EU.3512.47,enterprise,Джамаа Ислямия,,
429,EU.3523.13,enterprise,Great Islamic Eastern Warriors Front,,
430,EU.3523.13,enterprise,IBDA-C,,
431,EU.3523.13,enterprise,İslami Büyük Doğu Akıncılar Cephesi,,
432,EU.3523.13,enterprise,Förtrupperna för ett islamiskt Stororienten,,
433,EU.3523.13,enterprise,Fronta islamskih bojevnikov velikega vzhoda,,
434,EU.3523.13,enterprise,Front islamských bojovníkov Veľkého východu,,
435,EU.3523.13,enterprise,Marele Front de Est Islamic al Războinicilor,,
436,EU.3523.13,enterprise,Grande Frente Islâmica Oriental de Combatentes,,
437,EU.3523.13,enterprise,Islamski Front Bojowników o Wielki Wschód,,
438,EU.3523.13,enterprise,Front van Voorvechters voor het Grote Islamitische Oosten,,
439,EU.3523.13,enterprise,il-Front Iżlamiku tal-Ġellieda tal-Lvant il-Kbir,,
440,EU.3523.13,enterprise,Nagy Iszlám Keleti Harci Front,,
441,EU.3523.13,enterprise,Didysis islamo rytų karių frontas,,
442,EU.3523.13,enterprise,Fronte islamico dei combattenti del grande oriente,,
443,EU.3523.13,enterprise,Fronta ratnika velikog islamskog istoka,,
444,EU.3523.13,enterprise,Fronta Mór Laochra Ioslamacha an Oirthir,,
445,EU.3523.13,enterprise,Front islamique des combattants du Grand Orient,,
446,EU.3523.13,enterprise,Μέγα Ισλαμικό Μέτωπο των Πολεμιστών της Ανατολής,,
447,EU.3523.13,enterprise,Suur Islami Idavõitlejate Rinne,,
448,EU.3523.13,enterprise,Front der islamischen Kämpfer des Großen Ostens,,
449,EU.3523.13,enterprise,Fronta islámských bojovníků Velkého východu,,
450,EU.3523.13,enterprise,Frente de Guerreros del Gran Oriente Islámico,,
451,EU.3523.13,enterprise,Фронт на великите ислямски източни воини,,
452,EU.3524.75,enterprise,Hamas,,
453,EU.3524.75,enterprise,Hamas-Izz al-Din al-Qassem,,
454,EU.3678.2,enterprise,Kurdistan Workers' Party,,
455,EU.3678.2,enterprise,PKK,,
456,EU.3678.2,enterprise,Parti des travailleurs du Kurdistan,,
457,EU.3678.2,enterprise,Partido de los Trabajadores del Kurdistán,,
458,EU.3678.2,enterprise,Εργατικό Κόµµα του Κουρδιστάν,,
459,EU.3678.2,enterprise,Partido dos Trabalhadores do Curdistão,,
460,EU.3678.2,enterprise,Kurdistanin työväenpuolue,,
461,EU.3678.2,enterprise,Det Kurdiske Arbejderparti,,
462,EU.3678.2,enterprise,Kurdische Arbeiterpartei,,
463,EU.3678.2,enterprise,Koerdische Arbeiderspartij,,
464,EU.3678.2,enterprise,Partito dei lavoratori del Kurdistan,,
465,EU.3678.2,enterprise,KONGRA-GEL,,
466,EU.3678.2,enterprise,Kurdská strana pracujících,,
467,EU.3678.2,enterprise,Kurdistani Töölispartei,,
468,EU.3678.2,enterprise,Kurd Munkáspárt,,
469,EU.3678.2,enterprise,Kurdistano darbininkų partija,,
470,EU.3678.2,enterprise,Partia Pracujących Kurdystanu,,
471,EU.3678.2,enterprise,Strana kurdských pracujúcich,,
472,EU.3678.2,enterprise,Delavska stranka Kurdistana,,
473,EU.3678.2,enterprise,Kurdistan Workers Party,,
474,EU.3678.2,enterprise,Кюрдска работническа партия,,
475,EU.3678.2,enterprise,Partidul Muncitoresc din Kurdistan,,
476,EU.3678.2,enterprise,Il-Partit tal-Ħaddiema tal-Kurdistan,,
477,EU.3678.2,enterprise,KADEK,,
478,EU.3678.2,enterprise,Páirtí Oibrithe na Cordastáine,,
479,EU.3678.2,enterprise,Kurdistanska radnička stranka,,
480,EU.3558.35,enterprise,NPA,,
481,EU.3558.35,enterprise,New People's Army,,
482,EU.3558.35,enterprise,Communist Party of the Philippines,,
483,EU.3558.35,enterprise,Nya folkarmén,,
484,EU.3558.35,enterprise,Filippinernas kommunistparti,,
485,EU.3558.35,enterprise,Uusi kansanarmeija,,
486,EU.3558.35,enterprise,Filippiinien kommunistinen puolue,,
487,EU.3558.35,enterprise,Nova ljudska vojska,,
488,EU.3558.35,enterprise,Komunistična stranka Filipinov,,
489,EU.3558.35,enterprise,Novej ľudovej armády,,
490,EU.3558.35,enterprise,Komunistická strana Filipín,,
491,EU.3558.35,enterprise,Noua Armată Populară,,
492,EU.3558.35,enterprise,Partidul Comunist din Filipine,,
493,EU.3558.35,enterprise,Novo Exército Popular (NEP),,
494,EU.3558.35,enterprise,Partido Comunista das Filipinas,,
495,EU.3558.35,enterprise,Nowa Armia Ludowa,,
496,EU.3558.35,enterprise,Komunistyczna Partia Filipin,,
